Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
9035764110,NY,PAS,3/15/23,70,4DSD,BUICK,T,20221216,112,112,112,371218,T402,Q,1155A,,Q,O,0,408,J3,,YYYYYYY,,,BK,,2013,,0,,,
4847043650,NY,PAS,6/18/23,36,4DSD,CHRYS,V,0,,0,0,0,,,0217P,,QN,,0,1180,B,T,,,,BK,,2008,,0,,,
4806992598,GA,PAS,10/15/22,36,4S,BMW,V,0,,0,0,0,,,1217P,,BK,,0,1180,B,T,,,,BLACK,,2020,,0,,,
9030970560,NY,COM,2/1/23,42,VAN,GMC,T,20241130,18,18,18,359575,T106,O,1122A,1000A,NY,F,0,408,H1,, YYYYYY,0700A,0700P,WH,,2023,101352,0,,,
9040230766,NY,OMT,3/9/23,38,4DSD,HYUND,T,20230831,115,115,115,366518,T401,Q,0503P,,Q,F,0,408,H1,, YYYYYY,0900A,0700P,BK,,2015,468327,0,,,
4856597346,NY,PAS,8/9/23,36,SUBN,JEEP,V,0,,0,0,0,,,0220P,,QN,,0,1180,B,T,,,,WH,,2023,,0,,,
4839573578,NY,PAS,5/7/23,36,4DSD,HONDA,V,0,,0,0,0,,,0719A,,QN,,0,1180,B,T,,,,TN,,2004,,0,,,
9035374617,NY,COM,2/28/23,84,VAN,FRUEH,T,20230228,19,19,19,370286,T103,Q,0451P,,NY,F,0,408,K7,,YYYYYYY,,,WH,,2021,,0,,,
8940837721,NY,COM,9/20/22,46,VAN,CHEVR,T,88888888,23,23,23,352070,T103,Q,0107P,,NY,F,0,408,F1,,YYYYYYY,,,WHITE,,2017,,0,,,
9019624969,NY,COM,12/9/22,69,VAN,GMC,T,88888888,5,5,5,361901,T105,J,0222P,,NY,F,0,408,H1,, YYYYY,0700A,0600P,WHITE,,2007,102387,0,,,
5124002062,NY,PAS,10/20/22,7,4DSD,HONDA,V,0,,0,0,0,,,0437P,,BK,,0,1111,D,T,,,,WH,,2019,,0,,,
9001999530,NY,PAS,8/13/22,16,SUBN,ME/BE,T,20230405,103,103,103,365926,T402,C,0803A,,Q,I,0,408,K2,, YYYYYY,0600A,0900A,BK,,2020,,0,,,
4820928594,NY,PAS,1/4/23,36,4DSD,TOYOT,V,0,,0,0,0,,,0953A,,BK,,0,1180,B,T,,,,BK,,2010,,0,,,
9074095513,NY,PAS,8/21/23,21,4DSD,KIA,T,20240805,28,28,28,374577,T103,GG,1217P,,NY,F,0,408,D1,, Y  Y,1130A,0100P,GY,,2022,,0,,,
2011492180,NY,PAS,6/20/23,21,SUBN,JEEP,S,20230513,1,1,0,0,MN01,,1109A,0,NY,F,0,408,d1,, Y  Y,1100A,1230P,WH,,2019,,0,,,
9006943022,NY,COM,9/13/22,14,REFG,KENWO,T,20221231,18,18,18,358658,T106,H,0707A,,NY,F,0,408,C,, YYYYY,0700A,0600P,WH,,2017,,0,,,
9011565850,NY,COM,10/14/22,71,VAN,RAM,T,20230831,52,52,52,372228,T201,K,0255P,,BX,O,0,408,J6,,YYYYYYY,,,WH,,2014,,0,,,
9061062445,NY,PAS,6/27/23,38,SUBN,TOYOT,T,20240920,110,110,110,363974,T401,K,0958A,,Q,F,0,408,H1,, YYYYYY,0900A,0700P,TN,,2001,406828,0,,,
8991898038,FL,PAS,7/1/22,21,SUBN,HYUND,T,20220788,84,84,84,346199,T301,L,0333A,,K,I,0,408,D1,, Y Y Y,0300A,0600A,SILVE,,0,,0,,,
8872547520,NY,PAS,7/20/23,71,SUBN,JEEP,T,20230407,75,75,75,341913,T302,Y,0223P,,K,R,0,408,J6,,YYYYYYY,,,GY,,2015,,0,,,
4819710928,NY,PAS,12/27/22,36,SUBN,HYUND,V,0,,0,0,0,,,1247P,,BK,,0,1180,B,T,,,,RD,,2008,,0,,,
9012548550,NJ,PAS,10/20/22,13,DELV,HIN,T,88888888,18,18,18,361831,MTTF,B,0715A,,NY,F,0,408,C1,,YYYYYYY,,,WHITE,,0,,0,,,
9068919234,FL,PAS,8/12/23,40,SUBN,NISSA,T,20231288,48,48,48,363109,T201,D,0816A,,BX,I,0,408,E2,,YYYYYYY,,,GREY,,0,,0,,,
9010057653,NY,PAS,9/30/22,38,SUBN,HYUND,T,20240530,6,6,6,373234,T102,J,0810A,,NY,O,0,408,H1,, YYYYYY,0800A,0600P,GY,,2022,102745,0,,,
9014338600,NY,APP,11/10/22,84,REFG,FRUEH,T,20230331,13,13,13,372289,T102,F,0748A,,NY,F,0,408,K7,,YYYYYYY,,,WH,,2016,,0,,,
4031028660,NY,COM,7/3/23,5,VAN,FORD,V,0,,0,0,0,,,1243P,,MN,,0,1111,C,T,,,,WH,,2011,,0,,,
2008314881,NJ,PAS,9/19/22,21,4DSD,HONDA,S,0,41,41,0,0,BX02,,0941A,0,Bronx,F,0,408,d1,,Y  Y,0900A,1030A,GY,,0,,0,,,
1489268534,NY,COM,11/23/22,19,SUBN,FORD,P,20240430,109,109,169,973457,169,0,0544P,,Q,F,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2022,-,0,,,
4808193723,MD,PAS,10/23/22,36,UT,DODGE,V,0,,0,0,0,,,0847P,,BK,,0,1180,B,T,,,,,,2015,,0,,,
4829727068,NY,PAS,3/5/23,36,4DSD,NISSA,V,0,,0,0,0,,,1240A,,BK,,0,1180,B,T,,,,WH,,2012,,0,,,
4805107583,NY,PAS,10/9/22,36,4DSD,HONDA,V,0,,0,0,0,,,0227A,,BK,,0,1180,B,T,,,,GY,,2018,,0,,,
4792600420,NY,SRF,8/14/22,36,SUBN,HONDA,V,0,,0,0,0,,,1032P,,QN,,0,1180,B,T,,,,WH,,2011,,0,,,
9046271160,VA,PAS,4/5/23,37,VAN,FORD,T,20240488,84,84,84,373154,T301,A,0243P,0119P,K,F,0,408,H1,, YYYYYY,0900A,0700P,WHITE,,0,300339,0,,,
9012128237,NY,PAS,10/21/22,14,SUBN,ROVER,T,20240728,52,52,52,365875,T201,N,0717A,,BX,F,0,408,C,,YYYYYYY,,,WH,,2008,,0,,,
9008009833,GA,PAS,10/8/22,40,4DSD,BMW,T,20220988,42,42,42,361787,T201,O,0557A,,BX,O,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,,,
9003749334,NY,PAS,8/13/22,38,4DSD,LEXUS,T,20220725,122,122,122,370861,T303,N,1040A,,R,F,0,408,H1,, YYYYYY,0800A,0700P,BK,,2021,518416,0,,,
4858571026,NY,PAS,8/21/23,36,SUBN,TOYOT,V,0,,0,0,0,,,1120A,,BX,,0,1180,B,T,,,,BR,,2012,,0,,,
5121823496,NY,PAS,6/30/22,7,SUBN,HYUND,V,0,,0,0,0,,,1032A,,QN,,0,1111,D,T,,,,WH,,2010,,0,,,
9052346410,NJ,PAS,5/12/23,14,VAN,FRUEH,T,88888888,14,14,14,369649,T106,Q,0225P,,NY,I,0,408,C,,YYYYYYY,,,RED,,0,,0,,,
8947217049,NY,PAS,11/7/22,70,SUBN,NISSA,T,20221104,25,25,25,375376,T103,Q,0141P,,NY,I,0,408,J3,,YYYYYYY,,,RD,,2021,,0,,,
9068730540,NY,COM,7/18/23,16,PICK,NISSA,T,20240430,84,84,84,370777,T301,R,0532P,0438P,K,F,0,408,K2,, YYYYY,0800A,0600P,WH,,2019,,0,,,
4794907242,NY,SCL,8/18/22,36,SUBN,THOMA,V,0,,0,0,0,,,1105A,,BX,,0,1180,B,T,,,,YW,,2017,,0,,,
8568418170,NY,PAS,4/16/23,71,4DSD,CHEVR,T,20250326,110,110,110,376107,T401,N,1253P,,Q,O,0,408,J6,,YYYYYYY,,,MR,,2012,,0,,,
9025224374,NY,PAS,1/4/23,38,SUBN,HONDA,T,20230206,90,90,90,359609,T301,P,0552P,,K,F,0,408,H1,, YYYYYY,0900A,0700P,RD,,2012,301589,0,,,
4805051048,NY,PAS,10/8/22,36,PICK,RAM,V,0,,0,0,0,,,0859P,,QN,,0,1180,B,T,,,,GY,,2022,,0,,,
2011037165,VA,PAS,3/21/23,21,SUBN,JEEP,S,0,47,47,0,607547,BX12,,1002A,0,Bronx,O,0,408,d1,, Y,0930A,1100A,GY,,0,,0,,,
4810769460,NY,PAS,11/5/22,36,4DSD,ACURA,V,0,,0,0,0,,,1142P,,QN,,0,1180,B,T,,,,WH,,2021,,0,,,
4837821571,NJ,PAS,4/23/23,36,UT,TOYOT,V,0,,0,0,0,,,0903A,,BX,,0,1180,B,T,,,,,,2017,,0,,,
4804576540,NY,PAS,10/6/22,36,PICK,RAM,V,0,,0,0,0,,,0340P,,ST,,0,1180,B,T,,,,WH,,2017,,0,,,
4788066269,NY,PAS,7/21/22,36,4DSD,LEXUS,V,0,,0,0,0,,,0931P,,QN,,0,1180,B,T,,,,BK,,2017,,0,,,
8568996784,NY,PAS,11/3/22,38,SUBN,NISSA,T,20230811,114,114,114,367362,T401,Q,1034A,,Q,F,0,408,H1,, YYYYYY,0830A,0700P,BK,,2017,426140,0,,,
4838227978,NY,PAS,4/25/23,36,SUBN,JEEP,V,0,,0,0,0,,,0424P,,BK,,0,1180,B,T,,,,WH,,2022,,0,,,
9038224485,NY,PAS,3/29/23,71,SUBN,CADIL,T,88888888,40,40,40,371732,T201,W,0212P,,BX,F,0,408,J6,,YYYYYYY,,,BLACK,,0,,0,,,
9050711509,NY,PAS,5/2/23,21,SUBN,HONDA,T,20250425,66,66,66,372267,T302,G,1238P,,K,I,0,408,D1,,  Y,1130A,0100P,GY,,2021,,0,,,
8975585426,OH,PAS,3/16/23,21,SUBN,TOYOT,T,20230788,72,72,72,374629,T302,G,1150A,,K,F,0,408,D1,,    Y,1130A,0100P,GREY,,0,,0,,,
9017322676,NY,COM,11/21/22,69,DELV,HIN,T,20230831,6,6,6,373191,T102,I,0817A,,NY,F,0,408,H1,, YYYYY,0700A,0600P,WH,,2007,106483,0,,,
8962435019,NY,PAS,11/10/22,70,SUBN,CHEVR,T,88888888,47,47,47,373218,T201,Q,0126P,,BX,F,0,408,J3,,YYYYYYY,,,WHITE,,0,,0,,,
8942338288,NY,PAS,8/28/23,40,4DSD,NISSA,T,20250720,23,23,23,368881,T103,A,0714A,,NY,F,0,408,E2,,YYYYYYY,,,RD,,2017,,0,,,
8931996550,IN,PAS,10/14/22,11,DELV,FRUEH,T,88888888,14,14,14,355446,T106,G,0709A,,NY,F,0,408,C5,,YYYYYYY,,,WHITE,,0,,0,,,
1487868996,NY,PAS,9/30/22,74,SDN,TOYOT,P,20230731,49,49,163,973695,163,0,0932P,0930A,BX,F,20220930,408,F1,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,
9018893596,NY,PAS,11/21/22,21,SUBN,TOYOT,T,20230129,71,71,71,361904,T302,N,0903A,,K,F,0,408,D1,, Y  Y,0830A,1000A,GY,,2005,,0,,,
4030305830,NY,COM,5/15/23,5,VAN,FORD,V,0,,0,0,0,,,0310P,,BK,,0,1111,C,T,,,,WH,,2022,,0,,,
9059408950,AZ,PAS,7/18/23,69,VAN,GMC,T,88888888,13,13,13,359594,T102,D,0821A,,NY,F,0,408,H1,, YYYYY,0800A,0700P,WHITE,,0,105384,0,,,
9007011200,AL,PAS,8/30/22,51,SUBN,SUBAR,T,20230388,62,62,62,357093,T302,L,0604A,,K,F,0,408,E3,,YYYYYYY,,,RED,,0,,0,,,
9039903890,NY,PAS,4/4/23,19,4DSD,ME/BE,T,20231215,45,45,45,371163,T201,P,1159A,,BX,F,0,408,C3,,YYYYYYY,,,BK,,2016,,0,,,
9042115932,NY,PAS,3/16/23,0,,,T,88888888,114,114,114,366451,T401,K,0914A,,Q,F,0,0,,,SCHOOL,0900A,0700P,,,0,439946,0,,,
9033413668,NY,PAS,2/28/23,40,4DSD,HYUND,T,20231031,30,30,30,367909,T800,B2,1138P,,NY,O,0,408,E2,,YYYYYYY,,,TN,,2013,,0,,,
9031143704,NY,APP,2/13/23,20,VAN,KENWO,T,20240131,9,9,9,371240,T102,R,0925A,,NY,F,0,408,D,, YYYYYY,0800A,0600P,WHITE,,2015,,0,,,
4845410680,NY,PAS,6/11/23,36,SUBN,DODGE,V,0,,0,0,0,,,0658A,,BK,,0,1180,B,T,,,,BK,,2019,,0,,,
9056696646,NY,PAS,6/2/23,40,SUBN,ME/BE,T,20250212,62,62,62,369595,T802,B,0026A,,K,F,0,408,E2,,YYYYYYY,,,BK,,2022,,0,,,
9071872403,NY,PAS,8/18/23,71,SUBN,DODGE,T,20240111,34,34,34,364888,T103,K,1036A,,NY,F,0,408,J6,,YYYYYYY,,,BK,,2018,,0,,,
4817257570,NJ,PAS,12/14/22,36,UT,FORD,V,0,,0,0,0,,,0815P,,BK,,0,1180,B,T,,,,,,2022,,0,,,
2006618465,MA,PAS,7/18/22,21,4DSD,NISSA,S,0,88,88,0,584118,KN02,,0955A,0,Kings,F,0,408,d1,,Y,0930A,1100A,BK,,0,,0,,,
4810461464,NY,PAS,11/4/22,36,4DSD,HONDA,V,0,,0,0,0,,,1017A,,QN,,0,1180,B,T,,,,BL,,2017,,0,,,
9038804957,NY,PAS,3/13/23,38,PICK,RAM,T,20240429,109,109,109,366451,T401,K,0317P,,Q,I,0,408,H1,, YYYYYY,0830A,0700P,RD,,2017,458171,0,,,
8571444201,NY,PAS,12/6/22,21,4DSD,FORD,T,20240130,63,63,63,369606,T302,Y,1219P,,K,F,0,408,D1,,  Y,1130A,0100P,BK,,2009,,0,,,
4821760836,NY,PAS,1/9/23,36,4DSD,INFIN,V,0,,0,0,0,,,0314P,,BX,,0,1180,B,T,,,,GY,,2012,,0,,,
4823764882,NY,PAS,1/22/23,36,SUBN,ACURA,V,0,,0,0,0,,,0929A,,BK,,0,1180,B,T,,,,WH,,2018,,0,,,
4815572768,NJ,PAS,12/4/22,36,UT,DODGE,V,0,,0,0,0,,,0450A,,QN,,0,1180,B,T,,,,,,2015,,0,,,
9043356049,NY,PAS,3/23/23,21,SUBN,VOLVO,T,20231226,77,77,77,358173,T301,H,0941A,,K,F,0,408,D1,, Y  Y,0830A,1000A,GY,,2022,,0,,,
9034699079,NY,PAS,3/1/23,71,SUBN,TOYOT,T,20220910,69,69,69,364869,T302,Y,0252P,,K,I,0,408,J6,,YYYYYYY,,,GY,,2001,,0,,,
5601857910,NY,PAS,2/11/23,12,SUBN,TOYOT,V,0,,0,0,0,,,0103P,,QN,,0,1111,C,T,,,,BL,,2015,,0,,,
9022909888,NY,COM,1/25/23,20,VAN,FORD,T,20231130,6,6,6,371257,T102,I,0929A,,NY,F,0,408,D,, YYYYYY,0800A,0600P,WH,,2015,,0,,,
4816191227,NY,PAS,12/5/22,36,SUBN,TESLA,V,0,,0,0,0,,,0127P,,ST,,0,1180,B,T,,,,WH,,2022,,0,,,
8949280401,NJ,PAS,6/29/22,40,4DSD,NISSA,T,88888888,24,24,24,373221,T103,O,0958A,,NY,I,0,408,E2,,YYYYYYY,,,GREY,,0,,0,,,
4839400179,PA,PAS,5/6/23,36,SDN,NISSA,V,0,,0,0,0,,,0256P,,BX,,0,1180,B,T,,,,,,2014,,0,,,
1493175841,NY,PAS,7/29/23,46,SDN,MITSU,P,20241113,49,49,49,974879,49,0,1022P,,BX,F,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2019,-,0,,,
9020770780,NY,PAS,12/9/22,74,4DSD,HONDA,T,20240105,75,75,75,366448,T301,O,0412P,,K,I,0,408,J2,,YYYYYYY,,,GY,,2010,,0,,,
4833902837,NY,PAS,3/31/23,36,4DSD,CHRYS,V,0,,0,0,0,,,0947P,,BX,,0,1180,B,T,,,,GY,,2016,,0,,,
4822608270,NY,PAS,1/14/23,36,SUBN,LEXUS,V,0,,0,0,0,,,0106P,,ST,,0,1180,B,T,,,,WH,,2019,,0,,,
4820118687,NY,PAS,12/31/22,36,SUBN,BMW,V,0,,0,0,0,,,0237P,,BK,,0,1180,B,T,,,,WH,,2017,,0,,,
8932766204,NY,COM,9/6/22,69,VAN,CHEVR,T,20231231,18,18,18,361024,T106,H,0737A,,NY,O,0,408,H1,, YYYYY,0700A,0600P,WH,,2016,102807,0,,,
9066412677,NY,PAS,7/20/23,21,SUBN,CHRYS,T,20250416,70,70,70,370294,T802,A,0039A,,K,O,0,408,D1,,  Y Y,1200A,0300A,BK,,2014,,0,,,
9005593246,NY,PAS,9/2/22,16,SUBN,BMW,T,20240301,34,34,34,355156,T103,A,0649A,,NY,F,0,408,K2,, YYYYY,0600A,1100A,GY,,2006,,0,,,
9030582637,RI,PAS,2/6/23,21,4DSD,NISSA,T,20191188,45,45,45,357732,T201,A,0852A,,BX,F,0,408,D1,, Y  Y,0830A,1000A,SILVE,,0,,0,,,
9003635821,NJ,PAS,8/18/22,20,VAN,ISUZU,T,20228888,10,10,10,367906,T102,A,1126A,,NY,I,0,408,D,, YYYYYY,0700A,0700P,WHITE,,0,,0,,,
9027139970,NY,PAS,8/28/23,16,SUBN,ACURA,T,20240516,112,112,112,370821,T402,J,0721A,,Q,F,0,408,K2,, YYYYY,0700A,0700P,BK,,2011,,0,,,
9055926115,AZ,PAS,5/14/23,78,DELV,FORD,T,20238888,77,77,77,355553,T802,A,0008A,,K,F,0,408,K6,,YYYYYYY,0900P,0500A,WHITE,,0,,0,,,
8571340626,NY,COM,11/28/22,38,VAN,CHEVR,T,88888888,103,103,103,370248,T402,D,0902A,,Q,F,0,408,H1,, YYYYYY,0830A,0700P,WHITE,,2011,406630,0,,,
4847456014,NY,PAS,6/21/23,36,4DSD,HYUND,V,0,,0,0,0,,,0141P,,BX,,0,1180,B,T,,,,WH,,2021,,0,,,
4799577165,CT,PAS,9/12/22,36,UT,SUBAR,V,0,,0,0,0,,,0112P,,BX,,0,1180,B,T,,,,,,2018,,0,,,
4828433430,NY,PAS,2/21/23,36,4DSD,INFIN,V,0,,0,0,0,,,1055A,,MN,,0,1180,B,T,,,,WH,,2019,,0,,,
2009292753,FL,PAS,12/20/22,21,SUBN,LINCO,S,0,45,45,0,686961,BX10,,0959A,0,Bronx,O,0,408,d1,, Y  Y,0930A,1100A,BK,,0,,0,,,
9065457100,NY,PAS,7/24/23,38,SUBN,HONDA,T,20240815,115,115,115,361793,T401,K,0816A,,Q,F,0,408,H1,, YYYYYY,0800A,0700P,GY,,2022,402597,0,,,
4798518890,NY,PAS,9/4/22,36,4DSD,ACURA,V,0,,0,0,0,,,1220P,,BK,,0,1180,B,T,,,,WH,,2021,,0,,,
8895729390,NY,PAS,10/24/22,31,4DSD,BMW,T,20240314,5,5,5,356526,T105,F,1123A,,NY,F,0,408,L3,, YYYYY,0700A,0600P,BK,,2007,,0,,,
9070791547,NY,PAS,8/9/23,71,4DSD,HONDA,T,20250320,66,66,66,374614,T302,D,0219P,,K,O,0,408,J6,,YYYYYYY,,,GY,,2019,,0,,,
4799910796,NY,PAS,9/9/22,36,SUBN,BMW,V,0,,0,0,0,,,0108P,,QN,,0,1180,B,T,,,,WH,,2021,,0,,,
9005430497,NY,PAS,8/30/22,21,4DSD,HONDA,T,20240622,40,40,40,367387,T201,Y,0840A,,BX,O,0,408,D1,,  Y  Y,0830A,1000A,GY,,2012,,0,,,
9066202063,NY,PAS,7/20/23,14,SUBN,TOYOT,T,20220624,70,70,70,361373,T302,S,0133P,,K,I,0,408,C,, YYYYY,0700A,1000P,GY,,2018,,0,,,
9019893725,NY,COM,1/13/23,38,VAN,FORD,T,20231130,19,19,19,361887,T103,II,1031A,,NY,F,0,408,H1,, YYYYYY,0900A,0700P,WH,,2008,108933,0,,,
4854106827,NJ,PAS,7/23/23,36,CP,HONDA,V,0,,0,0,0,,,0556P,,BK,,0,1180,B,T,,,,,,2012,,0,,,
4828843450,NJ,PAS,2/21/23,36,UT,LEXUS,V,0,,0,0,0,,,0546A,,BK,,0,1180,B,T,,,,,,2006,,0,,,
4818963719,NY,OMT,12/25/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0745A,,BX,,0,1180,B,T,,,,BK,,2018,,0,,,
9004107307,NJ,PAS,8/30/22,21,PICK,CHEVR,T,88888888,28,28,28,365888,T103,II,1140A,,NY,O,0,408,D1,,  Y  Y,1130A,0100P,WHITE,,0,,0,,,
9024077849,NY,PAS,1/4/23,71,SUBN,HONDA,T,20230919,70,70,70,365911,T302,R,1237P,,K,I,0,408,J6,,YYYYYYY,,,GY,,2018,,0,,,
8899293193,NY,PAS,4/27/23,37,PICK,RAM,T,20240724,13,13,13,376175,T102,P,0404P,0142P,NY,F,0,408,H1,, YYYYYY,0800A,0700P,BK,,2016,103129,0,,,
4805220533,NY,PAS,10/9/22,36,4DSD,NISSA,V,0,,0,0,0,,,0507P,,QN,,0,1180,B,T,,,,BK,,2018,,0,,,
5129266547,NY,PAS,7/31/23,7,4DSD,TOYOT,V,0,,0,0,0,,,0134A,,BX,,0,1111,D,T,,,,BK,,2014,,0,,,
9030590294,NJ,PAS,1/26/23,46,SUBN,RAM,T,20238888,46,46,46,366517,T201,M,1210P,,BX,F,0,408,F1,,YYYYYYY,,,GREY,,0,,0,,,
4854207310,NY,PAS,7/25/23,36,SUBN,GMC,V,0,,0,0,0,,,0813A,,BK,,0,1180,B,T,,,,GY,,2018,,0,,,
4853579692,NJ,PAS,7/24/23,36,COUP,INFIN,V,0,,0,0,0,,,1229P,,ST,,0,1180,B,T,,,,,,2005,,0,,,
8838492062,NY,PAS,7/8/22,21,SUBN,CHEVR,T,20240113,25,25,25,355156,T103,A,1009A,,NY,F,0,408,D1,,  Y  Y,1000A,1130A,GR,,1995,,0,,,
4843352524,PA,PAS,5/27/23,36,TK,FORD,V,0,,0,0,0,,,0125P,,QN,,0,1180,B,T,,,,,,2020,,0,,,
4853810353,NY,PAS,7/25/23,36,4DSD,CADIL,V,0,,0,0,0,,,0832A,,BK,,0,1180,B,T,,,,RD,,2016,,0,,,
9006692888,NY,OMT,9/3/22,21,TAXI,TOYOT,T,20221031,32,32,32,355672,T103,M,0815A,,NY,F,0,408,D1,, YYYYYY,0800A,0900A,YW,,2020,,0,,,
4800745809,NY,PAS,9/18/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0644A,,BK,,0,1180,B,T,,,,TN,,2015,,0,,,
4856768049,NY,COM,8/8/23,36,PICK,CHEVR,V,0,,0,0,0,,,0906A,,BX,,0,1180,B,T,,,,WH,,2022,,0,,,
4855507908,NY,PAS,7/30/23,36,SUBN,MITSU,V,0,,0,0,0,,,0556P,,BK,,0,1180,B,T,,,,GY,,2022,,0,,,
8820366605,NJ,PAS,10/24/22,14,SUBN,ROVER,T,88888888,18,18,18,363972,T106,L,0237P,,NY,F,0,408,C,,YYYYYYY,,,RED,,0,,0,,,
9069951071,PA,PAS,8/7/23,38,SUBN,HONDA,T,20238888,45,45,45,374582,T201,R,0548P,,BX,I,0,408,H1,, YYYYYY,0900A,0700P,BLACK,,0,222273,0,,,
8953873812,NJ,PAS,7/18/23,69,DELV,HIN,T,20238888,19,19,19,374656,T103,I,1140A,,NY,F,0,408,H1,, YYYYY,0700A,0700P,WHITE,,0,113831,0,,,
4841779486,NY,PAS,5/20/23,36,SUBN,FORD,V,0,,0,0,0,,,0722P,,QN,,0,1180,B,T,,,,BL,,2018,,0,,,
4818315047,NY,OMS,12/18/22,36,4DSD,HONDA,V,0,,0,0,0,,,0324P,,MN,,0,1180,B,T,,,,BK,,2022,,0,,,
8579548895,NY,PAS,9/16/22,38,SUBN,GMC,T,20220821,110,110,110,353991,T401,U,1118A,,Q,O,0,408,H1,, YYYYYY,0900A,0700P,MR,,2002,462183,0,,,
9033307212,NY,PAS,2/13/23,38,SUBN,ME/BE,T,20230930,109,109,109,357765,T401,U,0508P,,Q,I,0,408,H1,, YYYYYY,0800A,0700P,GY,,2021,453779,0,,,
4787635074,NY,PAS,7/14/22,36,SUBN,LINCO,V,0,,0,0,0,,,1126A,,BK,,0,1180,B,T,,,,TN,,2020,,0,,,
4802772830,NY,PAS,9/25/22,36,SUBN,NISSA,V,0,,0,0,0,,,0751P,,QN,,0,1180,B,T,,,,GY,,2017,,0,,,
4785318673,NY,PAS,6/29/22,36,SUBN,HONDA,V,0,,0,0,0,,,0719P,,BK,,0,1180,B,T,,,,BK,,2007,,0,,,
8580546412,NY,SRF,10/22/22,74,4DSD,ME/BE,T,20221129,114,114,114,370833,T401,Z,1257P,,Q,F,0,408,J2,,YYYYYYY,,,BK,,2019,,0,,,
8916766618,NY,PAS,8/9/22,74,4DSD,VOLKS,T,20221117,112,112,112,367970,T402,Y,0158P,,Q,F,0,408,J2,,YYYYYYY,,,GY,,2012,,0,,,
8808235774,NY,PAS,6/30/22,74,SUBN,JEEP,T,20220730,7,7,7,356563,T105,M,0923A,,NY,F,0,408,J2,,YYYYYYY,,,WH,,2012,,0,,,
5602060686,NY,COM,3/14/23,12,VAN,FORD,V,0,,0,0,0,,,0714P,,,,0,1111,C,T,,,,YW,,2011,,0,,,
4025622531,PA,PAS,8/4/22,5,SDN,HYUND,V,0,,0,0,0,,,1224P,,QN,,0,1111,C,T,,,,,,2011,,0,,,
4029489278,NY,COM,3/31/23,5,VAN,FORD,V,0,,0,0,0,,,0651A,,MN,,0,1111,C,T,,,,WH,,2019,,0,,,
4797964613,NY,PAS,9/1/22,36,2DSD,HONDA,V,0,,0,0,0,,,0520P,,QN,,0,1180,B,T,,,,RD,,1998,,0,,,
9032875220,NY,OMT,2/8/23,16,4DSD,TOYOT,T,20231130,28,28,28,364937,T103,CC,0857A,,NY,F,0,408,K2,, YYYYYY,0800A,0400P,WH,,2020,,0,,,
4825693799,NY,PAS,2/5/23,36,SUBN,MAZDA,V,0,,0,0,0,,,0243P,,BX,,0,1180,B,T,,,,BL,,2021,,0,,,
4825823397,NJ,PAS,2/4/23,36,UT,TOYOT,V,0,,0,0,0,,,0901P,,QN,,0,1180,B,T,,,,,,2019,,0,,,
5128066058,NY,PAS,6/7/23,7,4DSD,BMW,V,0,,0,0,0,,,0453P,,BK,,0,1111,D,T,,,,WH,,2015,,0,,,
8896886508,NY,COM,11/11/22,69,VAN,FORD,T,20230430,6,6,6,373666,T102,I,1032A,,NY,O,0,408,H1,, YYYYY,0800A,0600P,WH,,2005,102487,0,,,
4806288500,NJ,PAS,10/15/22,36,SD,BMW,V,0,,0,0,0,,,0926A,,BX,,0,1180,B,T,,,,,,2022,,0,,,
1491654120,NY,PAS,4/2/23,20,SUBN,BMW,3,20250428,19,19,977,803578,977,0,0351P,,NY,F,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,,
4026043733,NY,PAS,8/27/22,5,4DSD,CHEVR,V,0,,0,0,0,,,1047A,,MN,,0,1111,C,T,,,,BL,,2015,,0,,,
9032662764,NY,PAS,2/9/23,14,4DSD,VOLKS,T,20240820,40,40,40,340075,T201,N,0618A,,BX,O,0,408,C,,YYYYYYY,,,GY,,2020,,0,,,
4824652741,NY,OMT,1/27/23,36,TAXI,TOYOT,V,0,,0,0,0,,,1206A,,QN,,0,1180,B,T,,,,YW,,2020,,0,,,
8904832056,NY,PAS,8/22/22,71,4DSD,KIA,T,20230708,114,114,114,357759,T401,U,1049A,,Q,F,0,408,J6,,YYYYYYY,,,BR,,2009,,0,,,
4813563296,NY,COM,11/23/22,36,VAN,FORD,V,0,,0,0,0,,,0146P,,QN,,0,1180,B,T,,,,WH,,2016,,0,,,
